exact_literal	ascii_fold	current_master_path	final_projected_path	provenance	decision_basis	casefold_carryalong	human_review_status
bip_kneeTwist_8_L	bip_kneetwist_8_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_8_R	bip_kneetwist_8_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_9_L	bip_kneetwist_9_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_kneeTwist_9_R	bip_kneetwist_9_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_1_L	bip_knee_1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_1_R	bip_knee_1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_L.001	bip_knee_l.001	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_01_twist	bip_knee_l_01_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_02_twist	bip_knee_l_02_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_Twist	bip_knee_l_twist	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_Twist2	bip_knee_l_twist2	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_twist_01	bip_knee_l_twist_01	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_L_twist_02	bip_knee_l_twist_02	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_R.001	bip_knee_r.001	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_01_twist	bip_knee_r_01_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_02_twist	bip_knee_r_02_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_Twist	bip_knee_r_twist	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_Twist2	bip_knee_r_twist2	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_twist_01	bip_knee_r_twist_01	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_R_twist_02	bip_knee_r_twist_02	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_helper_L	bip_knee_helper_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_helper_R	bip_knee_helper_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_00_L	bip_knee_hlp_00_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_00_R	bip_knee_hlp_00_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_01_L	bip_knee_hlp_01_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_01_R	bip_knee_hlp_01_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_02_L	bip_knee_hlp_02_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_02_R	bip_knee_hlp_02_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_0_L	bip_knee_hlp_0_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_0_R	bip_knee_hlp_0_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_1_L	bip_knee_hlp_1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_1_R	bip_knee_hlp_1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_L	bip_knee_hlp_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_hlp_R	bip_knee_hlp_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_roll_L	bip_knee_roll_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_roll_R	bip_knee_roll_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist1_l	bip_knee_twist1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist1_r	bip_knee_twist1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist2_l	bip_knee_twist2_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist2_r	bip_knee_twist2_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twistA_l	bip_knee_twista_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twistA_r	bip_knee_twista_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_00_L	bip_knee_twist_00_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_00_R	bip_knee_twist_00_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_01_L	bip_knee_twist_01_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_01_R	bip_knee_twist_01_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_02_L	bip_knee_twist_02_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_02_R	bip_knee_twist_02_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_03_L	bip_knee_twist_03_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_03_R	bip_knee_twist_03_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_04_L	bip_knee_twist_04_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_04_R	bip_knee_twist_04_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_05_L	bip_knee_twist_05_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_05_R	bip_knee_twist_05_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_1_l	bip_knee_twist_1_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_1_r	bip_knee_twist_1_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_2_l	bip_knee_twist_2_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_2_r	bip_knee_twist_2_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_A_l	bip_knee_twist_a_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_A_r	bip_knee_twist_a_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/RightLeg); no contrar"	NO	PREVIOUSLY_SETTLED
bip_knee_twist_L	bip_knee_twist_l	groupFile/Legs/LeftLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_knee_twist_l): HELPERS	NO	HUMAN_APPROVED
bip_knee_twist_R	bip_knee_twist_r	groupFile/Legs/RightLeg	groupFile/Helpers	OUTSIDE_RIGHELPERS_GENERIC	Pass 1G-H/I human family review (fold bip_knee_twist_r): HELPERS	NO	HUMAN_APPROVED
