final_order	exact_literal	ascii_fold	provenance	prior_master_path	human_review_status	casefold_carryalong	decision_basis
2015	l shoulderRoll	l shoulderroll	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2016	L_ankle_helper2	l_ankle_helper2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2017	L_ankleEX_j41	l_ankleex_j41	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2018	L_CalfTwist1	l_calftwist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2019	L_CalfTwist2	l_calftwist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2020	L_CalfTwist3	l_calftwist3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2021	L_ClavicleTwist	l_clavicletwist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2022	L_Elbow	l_elbow	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2023	L_elbowEX_j29	l_elbowex_j29	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2024	L_finEX_j66	l_finex_j66	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2025	L_Forearm_helper	l_forearm_helper	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2026	L_ForearmBend	l_forearmbend	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2027	L_ForearmTwist	l_forearmtwist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2028	L_ForearmTwist1	l_forearmtwist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2029	L_ForearmTwist01_cat	l_forearmtwist01_cat	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2030	L_ForearmTwist2	l_forearmtwist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2031	L_ForearmTwist02_cat	l_forearmtwist02_cat	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2032	L_ForearmTwist3	l_forearmtwist3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2033	l_hand_twist	l_hand_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2034	L_harmEX_j25	l_harmex_j25	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2035	L_humerusEX_j33	l_humerusex_j33	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2036	L_hwristEX_j31	l_hwristex_j31	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2037	L_Knee	l_knee	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2038	L_knee_helper	l_knee_helper	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	HUMAN_APPROVED	NO	Pass 1G-H/I human family review (fold l_knee_helper): HELPERS
2039	l_knee_helper	l_knee_helper	CASEFOLD_CARRYALONG_NEW	groupFile/Legs/LeftLeg	HUMAN_APPROVED	YES	Pass 1G-H/I human family review (fold l_knee_helper): HELPERS
2040	L_muscleEX_j34	l_muscleex_j34	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2041	L_Shin	l_shin	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2042	L_ShldrBend	l_shldrbend	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2043	L_ShldrTwist	l_shldrtwist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2044	L_Shoulder Twist left	l_shoulder twist left	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2045	L_shoulder_helper	l_shoulder_helper	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2046	L_shoulder_helper2	l_shoulder_helper2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2047	L_shoulder_helper3	l_shoulder_helper3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2048	L_shoulder_twist	l_shoulder_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2049	L_ShoulderArm	l_shoulderarm	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2050	L_ThighBend	l_thighbend	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2051	L_thighEX_j42	l_thighex_j42	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2052	L_ThighTwist	l_thightwist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2053	L_ThighTwist1	l_thightwist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2054	L_ThighTwist2	l_thightwist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2055	L_ThighTwist3	l_thightwist3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2056	l_thightwist_dragon_bn	l_thightwist_dragon_bn	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2057	L_UpperarmTwist1	l_upperarmtwist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2058	L_UpperarmTwist2	l_upperarmtwist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2059	L_UpperarmTwist3	l_upperarmtwist3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2060	l_upperarmtwist_dragon_bn	l_upperarmtwist_dragon_bn	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2061	L_wrist_helper	l_wrist_helper	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2062	LArmTwist01	larmtwist01	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2063	Lats_Start_L	lats_start_l	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2064	Lats_Start_R	lats_start_r	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/RightArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/RightArm); no contrar"
2065	Left shin	left shin	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Legs/LeftLeg	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Leg and Foot Helper Bones), currently in broad/unspecific destination ""Legs"" (groupFile/Legs/LeftLeg); no contrary"
2066	Left Upper Arm Twist 1	left upper arm twist 1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2067	Left Upper Arm Twist 2	left upper arm twist 2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2068	Left Upper Arm Twist 3	left upper arm twist 3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2069	Left Upper Arm Twist 4	left upper arm twist 4	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2070	left_arm_twist	left_arm_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2071	left_arm_twist1	left_arm_twist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2072	left_arm_twist2	left_arm_twist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2073	left_arm_twist3	left_arm_twist3	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2074	Left_Breathe_Jnt	left_breathe_jnt	CURRENT_RIGHELPERS_CONTAMINATION	groupFile/RigHelpers	PREVIOUSLY_SETTLED	NO	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)
2075	left_elbow_aux	left_elbow_aux	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2076	left_elbox_aux	left_elbox_aux	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2077	left_hand_twist	left_hand_twist	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2078	left_hand_twist1	left_hand_twist1	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
2079	left_hand_twist2	left_hand_twist2	OUTSIDE_RIGHELPERS_GENERIC	groupFile/Arms/LeftArm	PREVIOUSLY_SETTLED	NO	"Pass 1F automated classification: MOVE_TO_HELPERS -- Silkworm generic-helper provenance (Arm and Hand Helper Bones), currently in broad/unspecific destination ""Arms"" (groupFile/Arms/LeftArm); no contrary"
